subj,trial,S,R,RT,correct,instruction
hsgt,585,2,2,0.4184,TRUE,accuracy
hsgt,586,1,1,0.4243,TRUE,neutral
hsgt,587,2,2,0.5143,TRUE,neutral
hsgt,588,1,1,0.4321,TRUE,neutral
hsgt,589,2,2,0.2881,TRUE,speed
hsgt,590,2,2,0.3879,TRUE,accuracy
hsgt,591,2,2,0.5262,TRUE,neutral
hsgt,592,2,2,0.3314,TRUE,speed
hsgt,593,2,2,0.3623,TRUE,accuracy
hsgt,594,1,1,0.3521,TRUE,speed
hsgt,595,2,2,0.4128,TRUE,neutral
hsgt,596,2,2,0.3616,TRUE,neutral
hsgt,597,2,2,0.3509,TRUE,neutral
hsgt,598,1,1,0.425,TRUE,accuracy
hsgt,599,2,2,0.3924,TRUE,neutral
hsgt,600,1,1,0.3158,TRUE,speed
hsgt,601,2,2,0.4524,TRUE,accuracy
hsgt,602,1,2,0.2628,FALSE,speed
hsgt,603,1,1,0.3588,TRUE,accuracy
hsgt,604,1,1,0.3984,TRUE,neutral
hsgt,605,2,2,0.399,TRUE,neutral
hsgt,606,2,2,0.3633,TRUE,accuracy
hsgt,607,1,1,0.3344,TRUE,accuracy
hsgt,608,2,2,0.2957,TRUE,speed
hsgt,609,2,2,0.2823,TRUE,speed
hsgt,610,2,1,0.3638,FALSE,accuracy
hsgt,611,2,2,0.3246,TRUE,neutral
hsgt,612,2,2,0.3216,TRUE,accuracy
hsgt,613,1,1,0.3147,TRUE,speed
hsgt,614,2,2,0.3829,TRUE,speed
hsgt,615,1,1,0.3726,TRUE,speed
hsgt,616,1,1,0.4367,TRUE,speed
hsgt,617,2,2,0.3337,TRUE,neutral
hsgt,618,2,2,0.324,TRUE,neutral
hsgt,619,2,2,0.3216,TRUE,neutral
hsgt,620,2,2,0.3235,TRUE,accuracy
hsgt,621,1,1,0.4038,TRUE,accuracy
hsgt,622,2,2,0.3288,TRUE,speed
hsgt,623,1,1,0.455,TRUE,accuracy
hsgt,624,2,2,0.3853,TRUE,neutral
hsgt,625,1,1,0.4131,TRUE,accuracy
hsgt,626,1,1,0.3231,TRUE,accuracy
hsgt,627,2,1,0.2912,FALSE,speed
hsgt,628,2,2,0.3392,TRUE,accuracy
hsgt,629,2,2,0.338,TRUE,neutral
hsgt,630,2,2,0.36,TRUE,speed
hsgt,631,2,2,1.0742,TRUE,accuracy
hsgt,632,1,1,0.4033,TRUE,speed
hsgt,633,1,1,0.3914,TRUE,accuracy
hsgt,634,1,1,0.3436,TRUE,accuracy
hsgt,635,2,2,0.3388,TRUE,speed
hsgt,636,2,2,0.2965,TRUE,speed
hsgt,637,1,1,0.3903,TRUE,speed
hsgt,638,2,2,0.5255,TRUE,accuracy
hsgt,639,1,1,0.967,TRUE,accuracy
hsgt,640,1,1,0.6246,TRUE,accuracy
hsgt,641,1,1,0.5042,TRUE,accuracy
hsgt,642,2,2,0.3546,TRUE,speed
hsgt,643,1,1,0.7214,TRUE,neutral
hsgt,644,1,1,0.3918,TRUE,speed
hsgt,645,1,1,0.3467,TRUE,speed
hsgt,646,2,2,0.519,TRUE,neutral
hsgt,647,1,1,0.395,TRUE,neutral
hsgt,648,1,2,0.4048,FALSE,neutral
hsgt,649,1,1,0.5998,TRUE,neutral
hsgt,650,1,1,0.4292,TRUE,accuracy
hsgt,651,2,2,0.4857,TRUE,accuracy
hsgt,652,1,1,0.4086,TRUE,accuracy
hsgt,653,1,1,0.3925,TRUE,accuracy
hsgt,654,2,2,0.5618,TRUE,speed
hsgt,655,2,2,0.2882,TRUE,speed
hsgt,656,1,1,0.5795,TRUE,accuracy
hsgt,657,1,1,0.3912,TRUE,speed
hsgt,658,1,1,0.3954,TRUE,neutral
hsgt,659,2,2,0.3306,TRUE,speed
hsgt,660,2,2,0.6467,TRUE,accuracy
hsgt,661,1,1,0.5004,TRUE,neutral
hsgt,662,1,1,0.4017,TRUE,accuracy
hsgt,663,1,1,0.4558,TRUE,accuracy
hsgt,664,2,2,0.679,TRUE,neutral
hsgt,665,2,2,0.7317,TRUE,neutral
hsgt,666,2,2,0.8292,TRUE,neutral
hsgt,667,2,2,1.143,TRUE,accuracy
hsgt,668,2,2,0.6602,TRUE,accuracy
hsgt,669,2,2,0.5476,TRUE,neutral
hsgt,670,2,2,0.9031,TRUE,neutral
hsgt,671,1,1,0.5154,TRUE,speed
hsgt,672,1,1,0.5337,TRUE,neutral
hsgt,673,2,2,0.739,TRUE,accuracy
hsgt,674,1,1,0.5522,TRUE,accuracy
hsgt,675,1,1,0.3907,TRUE,accuracy
hsgt,676,2,2,0.4791,TRUE,neutral
hsgt,677,1,1,0.2834,TRUE,speed
hsgt,678,2,2,0.3578,TRUE,speed
hsgt,679,1,1,0.3999,TRUE,speed
hsgt,680,1,1,0.5031,TRUE,neutral
hsgt,681,1,1,0.404,TRUE,speed
hsgt,682,1,1,0.3506,TRUE,speed
hsgt,683,2,2,0.6091,TRUE,accuracy
hsgt,684,2,2,0.4349,TRUE,speed
hsgt,685,2,2,0.3977,TRUE,neutral
hsgt,686,1,1,0.3293,TRUE,speed
hsgt,687,2,2,0.4735,TRUE,accuracy
hsgt,688,2,2,0.3863,TRUE,speed
hsgt,689,1,1,0.6271,TRUE,accuracy
hsgt,690,1,1,0.6125,TRUE,neutral
hsgt,691,1,1,0.371,TRUE,speed
hsgt,692,1,1,0.4119,TRUE,accuracy
hsgt,693,1,1,0.5634,TRUE,speed
hsgt,694,2,2,1.2613,TRUE,accuracy
hsgt,695,2,2,0.5055,TRUE,speed
hsgt,696,1,1,0.4516,TRUE,neutral
hsgt,697,2,2,0.4323,TRUE,neutral
hsgt,698,2,2,0.4042,TRUE,speed
hsgt,699,1,1,0.5856,TRUE,speed
hsgt,700,1,1,0.6265,TRUE,accuracy
hsgt,701,2,2,0.414,TRUE,neutral
hsgt,702,1,1,0.4464,TRUE,accuracy
hsgt,703,1,1,0.3765,TRUE,neutral
hsgt,704,1,1,0.3736,TRUE,speed
hsgt,705,1,1,0.4028,TRUE,speed
hsgt,706,2,1,0.4491,FALSE,speed
hsgt,707,2,2,0.3841,TRUE,accuracy
hsgt,708,2,2,0.3526,TRUE,neutral
hsgt,709,2,2,0.2584,TRUE,speed
hsgt,710,2,2,0.382,TRUE,accuracy
hsgt,711,2,2,0.5209,TRUE,neutral
hsgt,712,2,2,0.3224,TRUE,neutral
hsgt,713,2,2,0.373,TRUE,speed
hsgt,714,1,1,0.6546,TRUE,neutral
hsgt,715,2,2,0.4073,TRUE,accuracy
hsgt,716,1,1,0.4661,TRUE,accuracy
hsgt,717,2,2,0.4168,TRUE,accuracy
hsgt,718,2,2,0.4314,TRUE,speed
hsgt,719,1,1,0.4415,TRUE,speed
hsgt,720,1,1,0.4096,TRUE,speed
hsgt,721,1,1,0.4719,TRUE,accuracy
hsgt,722,2,2,0.815,TRUE,neutral
hsgt,723,2,2,0.3954,TRUE,neutral
hsgt,724,1,1,0.4362,TRUE,accuracy
hsgt,725,2,2,0.4283,TRUE,neutral
hsgt,726,2,2,0.6192,TRUE,accuracy
hsgt,727,2,2,0.9435,TRUE,neutral
hsgt,728,2,2,0.4033,TRUE,speed
hsgt,729,1,1,0.4382,TRUE,accuracy
hsgt,730,1,1,0.4775,TRUE,neutral
hsgt,731,2,2,0.4753,TRUE,speed
hsgt,732,2,2,0.4001,TRUE,speed
hsgt,733,2,2,0.3258,TRUE,speed
hsgt,734,2,1,0.2562,FALSE,speed
hsgt,735,2,2,0.697,TRUE,accuracy
hsgt,736,1,1,0.5649,TRUE,neutral
hsgt,737,1,1,0.4311,TRUE,accuracy
hsgt,738,1,1,0.3953,TRUE,accuracy
hsgt,739,1,1,0.479,TRUE,neutral
hsgt,740,2,2,0.5765,TRUE,neutral
hsgt,741,2,2,0.4664,TRUE,neutral
hsgt,742,1,1,0.5809,TRUE,neutral
hsgt,743,2,2,0.434,TRUE,speed
hsgt,744,2,2,0.3461,TRUE,speed
hsgt,745,2,2,0.4525,TRUE,accuracy
hsgt,746,2,2,0.3427,TRUE,speed
hsgt,747,1,1,0.4007,TRUE,speed
hsgt,748,2,1,0.6058,FALSE,neutral
hsgt,749,1,2,0.5379,FALSE,speed
hsgt,750,2,2,0.4756,TRUE,speed
hsgt,751,2,2,1.1011,TRUE,accuracy
hsgt,752,2,2,0.4438,TRUE,neutral
hsgt,753,1,1,0.4818,TRUE,speed
hsgt,754,1,1,1.043,TRUE,accuracy
hsgt,755,1,1,1.0604,TRUE,accuracy
hsgt,756,1,1,0.3587,TRUE,accuracy
hsgt,757,2,2,0.4062,TRUE,neutral
hsgt,758,1,1,0.3871,TRUE,speed
hsgt,759,1,2,0.4173,FALSE,accuracy
hsgt,760,1,1,0.6358,TRUE,accuracy
hsgt,761,1,1,0.5875,TRUE,accuracy
hsgt,762,2,2,0.3402,TRUE,speed
hsgt,763,2,2,0.2954,TRUE,speed
hsgt,764,1,1,0.4647,TRUE,speed
hsgt,765,1,1,0.5645,TRUE,accuracy
hsgt,766,1,1,0.3714,TRUE,speed
hsgt,767,1,1,0.3225,TRUE,accuracy
hsgt,768,2,2,0.3902,TRUE,speed
hsgt,769,2,2,0.345,TRUE,speed
hsgt,770,1,1,0.4701,TRUE,neutral
hsgt,771,2,2,0.4111,TRUE,accuracy
hsgt,772,2,2,0.3764,TRUE,speed
hsgt,773,1,1,0.6419,TRUE,neutral
hsgt,774,1,2,0.3601,FALSE,speed
hsgt,775,1,2,0.4333,FALSE,speed
hsgt,776,1,1,0.6481,TRUE,speed
hsgt,777,1,1,0.4909,TRUE,neutral
hsgt,778,1,1,0.4805,TRUE,neutral
hsgt,779,2,2,0.3901,TRUE,speed
hsgt,780,2,2,0.4831,TRUE,accuracy
hsgt,781,2,2,0.405,TRUE,accuracy
hsgt,782,2,2,0.5027,TRUE,speed
hsgt,783,1,1,0.5029,TRUE,speed
hsgt,784,1,1,0.3767,TRUE,accuracy
hsgt,785,1,1,0.4491,TRUE,neutral
hsgt,786,1,1,0.4973,TRUE,speed
hsgt,787,2,2,0.4505,TRUE,neutral
hsgt,788,2,2,0.3412,TRUE,neutral
hsgt,789,2,2,0.3293,TRUE,accuracy
hsgt,790,2,2,0.5813,TRUE,accuracy
hsgt,791,1,1,0.4527,TRUE,speed
hsgt,792,1,2,0.5673,FALSE,neutral
hsgt,793,2,2,0.5098,TRUE,neutral
hsgt,794,1,1,0.3701,TRUE,neutral
hsgt,795,1,1,0.5529,TRUE,neutral
hsgt,796,2,2,0.4235,TRUE,neutral
hsgt,797,2,2,0.3412,TRUE,neutral
hsgt,798,2,2,0.3579,TRUE,speed
hsgt,799,2,2,0.3545,TRUE,accuracy
hsgt,800,2,2,0.4746,TRUE,neutral
hsgt,801,2,2,0.3814,TRUE,speed
hsgt,802,2,2,0.4965,TRUE,accuracy
hsgt,803,2,2,0.416,TRUE,neutral
hsgt,804,2,2,0.4523,TRUE,neutral
hsgt,805,1,1,0.4898,TRUE,accuracy
hsgt,806,1,1,0.4786,TRUE,neutral
hsgt,807,1,1,0.4107,TRUE,neutral
hsgt,808,2,1,0.4476,FALSE,neutral
hsgt,809,2,2,0.4364,TRUE,speed
hsgt,810,1,1,0.9915,TRUE,neutral
hsgt,811,1,1,0.3557,TRUE,speed
hsgt,812,1,1,0.3029,TRUE,accuracy
hsgt,813,1,1,0.3243,TRUE,accuracy
hsgt,814,2,2,0.4618,TRUE,neutral
hsgt,815,1,1,0.6564,TRUE,accuracy
hsgt,816,2,2,0.5155,TRUE,accuracy
hsgt,817,1,2,0.2847,FALSE,speed
hsgt,818,2,2,0.3896,TRUE,neutral
hsgt,819,1,1,0.4583,TRUE,accuracy
hsgt,820,2,2,0.4717,TRUE,speed
hsgt,821,1,1,0.4034,TRUE,speed
hsgt,822,1,1,0.3878,TRUE,accuracy
hsgt,823,2,2,0.5875,TRUE,speed
hsgt,824,1,1,0.426,TRUE,neutral
hsgt,825,1,1,0.4174,TRUE,speed
hsgt,826,2,1,0.4035,FALSE,speed
hsgt,827,1,1,0.4008,TRUE,speed
hsgt,828,1,1,0.4715,TRUE,accuracy
hsgt,829,2,2,0.3501,TRUE,speed
hsgt,830,2,2,0.3373,TRUE,speed
hsgt,831,1,1,0.3932,TRUE,speed
hsgt,832,2,2,0.4139,TRUE,speed
hsgt,833,1,1,0.8382,TRUE,neutral
hsgt,834,1,1,0.4455,TRUE,neutral
hsgt,835,2,2,0.2761,TRUE,neutral
hsgt,836,1,1,0.3924,TRUE,neutral
hsgt,837,1,1,0.3377,TRUE,speed
hsgt,838,2,2,0.6074,TRUE,accuracy
hsgt,839,1,2,0.5131,FALSE,neutral
hsgt,840,2,2,0.5503,TRUE,neutral
hsgt,841,1,1,0.6944,TRUE,accuracy
hsgt,842,2,2,0.4893,TRUE,accuracy
hsgt,843,2,2,0.4431,TRUE,neutral
hsgt,844,2,2,0.5737,TRUE,speed
hsgt,845,2,2,0.3664,TRUE,speed
hsgt,846,2,2,0.4558,TRUE,speed
hsgt,847,2,2,0.9952,TRUE,neutral
hsgt,848,2,2,0.5605,TRUE,neutral
hsgt,849,2,2,0.4467,TRUE,speed
hsgt,850,1,1,0.4201,TRUE,accuracy
kd6t,1,1,1,0.3621,TRUE,speed
kd6t,2,2,2,0.434,TRUE,speed
kd6t,3,2,1,0.3549,FALSE,accuracy
kd6t,4,1,1,0.4321,TRUE,speed
kd6t,5,1,1,0.4249,TRUE,accuracy
kd6t,6,2,1,0.3499,FALSE,neutral
kd6t,7,1,1,0.3905,TRUE,speed
kd6t,8,2,1,0.3595,FALSE,neutral
kd6t,9,1,1,0.36,TRUE,accuracy
kd6t,10,1,1,0.5053,TRUE,neutral
kd6t,11,2,2,0.5324,TRUE,neutral
kd6t,12,2,1,0.3882,FALSE,accuracy
kd6t,13,2,2,0.5195,TRUE,neutral
kd6t,14,2,2,0.4474,TRUE,accuracy
kd6t,15,2,2,0.3758,TRUE,speed
kd6t,16,1,2,0.3875,FALSE,neutral
kd6t,17,1,1,0.4207,TRUE,speed
kd6t,18,2,2,0.4586,TRUE,accuracy
kd6t,19,1,1,0.4973,TRUE,neutral
kd6t,20,1,1,0.3703,TRUE,speed
kd6t,21,2,1,0.3707,FALSE,accuracy
kd6t,22,2,2,0.4797,TRUE,accuracy
kd6t,23,2,2,0.4068,TRUE,speed
kd6t,24,1,1,0.4489,TRUE,neutral
kd6t,25,2,2,0.4909,TRUE,speed
kd6t,26,1,2,0.3854,FALSE,neutral
kd6t,27,2,2,0.6234,TRUE,neutral
kd6t,28,2,2,0.3705,TRUE,neutral
kd6t,29,1,1,0.3066,TRUE,speed
kd6t,30,2,2,0.423,TRUE,accuracy
kd6t,31,1,1,0.3603,TRUE,speed
kd6t,32,2,1,0.3172,FALSE,speed
kd6t,33,1,1,0.4977,TRUE,accuracy
kd6t,34,2,2,0.4842,TRUE,neutral
kd6t,35,2,2,0.3715,TRUE,speed
kd6t,36,2,2,0.3613,TRUE,accuracy
kd6t,37,1,2,0.3806,FALSE,accuracy
kd6t,38,1,1,0.5607,TRUE,accuracy
kd6t,39,1,1,0.5692,TRUE,accuracy
kd6t,40,2,2,0.4678,TRUE,neutral
kd6t,41,1,2,0.6377,FALSE,accuracy
kd6t,42,2,2,0.4193,TRUE,speed
kd6t,43,2,2,0.3651,TRUE,speed
kd6t,44,1,2,0.9202,FALSE,accuracy
kd6t,45,2,1,0.4124,FALSE,speed
kd6t,46,1,2,0.4695,FALSE,accuracy
kd6t,47,1,2,0.5542,FALSE,accuracy
kd6t,48,2,1,0.4212,FALSE,speed
kd6t,49,2,2,0.5105,TRUE,neutral
kd6t,50,1,1,0.667,TRUE,accuracy
kd6t,51,1,1,0.5767,TRUE,accuracy
kd6t,52,2,2,0.5254,TRUE,speed
kd6t,53,2,2,0.608,TRUE,neutral
kd6t,54,1,1,0.561,TRUE,neutral
kd6t,55,2,2,0.5763,TRUE,accuracy
kd6t,56,1,1,0.4869,TRUE,accuracy
kd6t,57,1,1,0.4767,TRUE,accuracy
kd6t,58,1,1,0.4049,TRUE,accuracy
kd6t,59,1,1,0.336,TRUE,speed
kd6t,60,2,2,0.3799,TRUE,neutral
kd6t,61,1,2,0.3878,FALSE,accuracy
kd6t,62,1,1,0.424,TRUE,neutral
kd6t,63,2,2,0.4204,TRUE,speed
kd6t,64,1,1,0.3967,TRUE,speed
kd6t,65,1,1,0.3683,TRUE,speed
kd6t,66,2,2,0.3952,TRUE,neutral
kd6t,67,2,2,0.5027,TRUE,speed
kd6t,68,2,2,0.5096,TRUE,speed
kd6t,69,2,1,0.5347,FALSE,accuracy
kd6t,70,2,1,0.4135,FALSE,speed
kd6t,71,2,2,0.5039,TRUE,accuracy
kd6t,72,2,2,0.4949,TRUE,speed
kd6t,73,2,2,0.38,TRUE,accuracy
kd6t,74,1,1,0.366,TRUE,speed
kd6t,75,1,2,0.3666,FALSE,speed
kd6t,76,2,2,0.4842,TRUE,accuracy
kd6t,77,2,2,0.4468,TRUE,speed
kd6t,78,2,2,0.4188,TRUE,accuracy
kd6t,79,2,1,0.3489,FALSE,speed
kd6t,80,1,1,0.4836,TRUE,neutral
kd6t,81,2,2,0.5098,TRUE,neutral
kd6t,82,2,2,0.3882,TRUE,accuracy
kd6t,83,2,2,0.3819,TRUE,speed
kd6t,84,2,2,0.4461,TRUE,accuracy
kd6t,85,1,1,0.4726,TRUE,speed
kd6t,86,1,1,0.3686,TRUE,speed
kd6t,87,1,1,0.4199,TRUE,speed
kd6t,88,2,1,0.4153,FALSE,accuracy
kd6t,89,1,2,0.4638,FALSE,neutral
kd6t,90,2,2,0.5603,TRUE,accuracy
kd6t,91,2,1,0.4426,FALSE,accuracy
kd6t,92,2,2,0.3943,TRUE,speed
kd6t,93,1,1,0.408,TRUE,neutral
kd6t,94,2,2,0.3545,TRUE,accuracy
kd6t,95,2,2,0.4075,TRUE,accuracy
kd6t,96,2,1,0.3422,FALSE,speed
kd6t,97,2,2,0.3985,TRUE,neutral
kd6t,98,1,1,0.3957,TRUE,neutral
kd6t,99,2,2,0.4205,TRUE,accuracy
kd6t,100,2,2,0.441,TRUE,accuracy
kd6t,101,1,1,0.4384,TRUE,neutral
kd6t,102,1,2,0.5295,FALSE,accuracy
kd6t,103,2,2,0.4153,TRUE,accuracy
kd6t,104,2,2,0.4854,TRUE,neutral
kd6t,105,1,1,0.5071,TRUE,speed
kd6t,106,2,2,0.4085,TRUE,accuracy
kd6t,107,2,2,0.3777,TRUE,neutral
kd6t,108,1,1,0.5231,TRUE,accuracy
kd6t,109,2,2,0.469,TRUE,accuracy
kd6t,110,2,2,0.537,TRUE,accuracy
kd6t,111,1,1,0.5115,TRUE,accuracy
kd6t,112,2,2,0.4994,TRUE,accuracy
kd6t,113,1,1,0.4236,TRUE,accuracy
kd6t,114,1,2,0.4666,FALSE,accuracy
kd6t,115,2,1,0.3555,FALSE,speed
kd6t,116,1,1,0.5054,TRUE,speed
kd6t,117,2,2,0.3982,TRUE,accuracy
kd6t,118,2,2,0.3762,TRUE,accuracy
kd6t,119,1,1,0.5172,TRUE,neutral
kd6t,120,1,1,0.4389,TRUE,accuracy
kd6t,121,2,2,0.4351,TRUE,accuracy
kd6t,122,1,2,0.4257,FALSE,neutral
kd6t,123,2,1,0.3486,FALSE,speed
kd6t,124,2,2,0.3736,TRUE,neutral
kd6t,125,2,2,0.588,TRUE,speed
kd6t,126,2,1,0.5136,FALSE,neutral
kd6t,127,1,1,0.6239,TRUE,neutral
kd6t,128,2,2,0.4405,TRUE,neutral
kd6t,129,2,2,0.4047,TRUE,speed
kd6t,130,2,2,0.4606,TRUE,accuracy
kd6t,131,2,2,0.4253,TRUE,accuracy
kd6t,132,1,1,0.4674,TRUE,neutral
kd6t,133,2,2,0.3779,TRUE,accuracy
kd6t,134,2,2,0.3917,TRUE,accuracy
kd6t,135,2,2,0.4172,TRUE,accuracy
kd6t,136,1,1,0.5122,TRUE,neutral
kd6t,137,1,2,0.4502,FALSE,neutral
kd6t,138,2,1,0.3751,FALSE,neutral
kd6t,139,2,2,0.4724,TRUE,accuracy
kd6t,140,1,2,0.5188,FALSE,neutral
kd6t,141,1,1,0.7021,TRUE,neutral
kd6t,142,1,1,0.5399,TRUE,accuracy
kd6t,143,1,1,0.6316,TRUE,accuracy
kd6t,144,2,2,0.4038,TRUE,speed
kd6t,145,1,2,0.4061,FALSE,neutral
kd6t,146,1,1,0.5066,TRUE,accuracy
kd6t,147,2,2,0.435,TRUE,neutral
kd6t,148,1,1,0.4467,TRUE,accuracy
kd6t,149,1,2,0.39,FALSE,neutral
kd6t,150,1,1,0.4232,TRUE,speed
kd6t,151,2,2,0.4447,TRUE,speed
kd6t,152,2,2,0.4402,TRUE,accuracy
kd6t,153,2,2,0.403,TRUE,neutral
kd6t,154,1,2,0.3601,FALSE,speed
kd6t,155,1,1,0.3653,TRUE,accuracy
kd6t,156,1,1,0.3558,TRUE,speed
kd6t,157,1,2,0.4143,FALSE,neutral
kd6t,158,2,2,0.6716,TRUE,accuracy
kd6t,159,1,1,0.4683,TRUE,accuracy
kd6t,160,2,2,0.4095,TRUE,accuracy
kd6t,161,2,2,0.474,TRUE,accuracy
kd6t,162,1,2,0.5337,FALSE,speed
kd6t,163,2,2,0.4405,TRUE,speed
kd6t,164,2,2,0.406,TRUE,accuracy
kd6t,165,2,2,0.4072,TRUE,speed
kd6t,166,1,2,0.3864,FALSE,neutral
kd6t,167,2,1,0.4001,FALSE,neutral
kd6t,168,2,2,0.4014,TRUE,neutral
kd6t,169,1,1,0.435,TRUE,speed
kd6t,170,2,2,0.3779,TRUE,neutral
kd6t,171,1,1,0.4318,TRUE,neutral
kd6t,172,2,2,0.3754,TRUE,accuracy
kd6t,173,2,2,0.3994,TRUE,accuracy
kd6t,174,1,1,0.4231,TRUE,neutral
kd6t,175,2,2,0.463,TRUE,accuracy
kd6t,176,2,1,0.4221,FALSE,accuracy
kd6t,177,1,1,0.6378,TRUE,neutral
kd6t,178,1,2,0.392,FALSE,neutral
kd6t,179,1,1,0.5393,TRUE,accuracy
kd6t,180,1,1,0.4356,TRUE,neutral
kd6t,181,2,1,0.4581,FALSE,speed
kd6t,182,1,2,0.3163,FALSE,speed
kd6t,183,1,1,0.4235,TRUE,accuracy
kd6t,184,1,1,0.4296,TRUE,accuracy
kd6t,185,1,1,0.4173,TRUE,accuracy
kd6t,186,1,2,0.3907,FALSE,speed
kd6t,187,2,1,0.5638,FALSE,neutral
kd6t,188,1,2,0.475,FALSE,speed
kd6t,189,1,1,0.4341,TRUE,accuracy
kd6t,190,1,2,0.4444,FALSE,speed
kd6t,191,1,2,0.5077,FALSE,accuracy
kd6t,192,1,1,0.3859,TRUE,accuracy
kd6t,193,2,2,0.4274,TRUE,speed
kd6t,194,1,2,0.4047,FALSE,accuracy
kd6t,195,1,1,0.5066,TRUE,accuracy
kd6t,196,1,1,0.3477,TRUE,speed
kd6t,197,2,2,0.4414,TRUE,neutral
kd6t,198,1,2,0.6052,FALSE,accuracy
kd6t,199,1,1,0.4585,TRUE,neutral
kd6t,200,2,2,0.5251,TRUE,accuracy
kd6t,201,2,1,0.5263,FALSE,neutral
kd6t,202,2,2,0.4751,TRUE,accuracy
kd6t,203,2,2,0.3892,TRUE,speed
kd6t,204,2,2,0.4057,TRUE,speed
kd6t,205,2,2,0.4539,TRUE,neutral
kd6t,206,1,1,0.386,TRUE,accuracy
kd6t,207,1,2,0.3913,FALSE,speed
kd6t,208,2,2,0.413,TRUE,neutral
kd6t,209,1,1,0.3924,TRUE,speed
kd6t,210,1,2,0.3886,FALSE,speed
kd6t,211,1,1,0.3654,TRUE,speed
kd6t,212,1,2,0.4305,FALSE,accuracy
kd6t,213,1,1,0.4085,TRUE,neutral
kd6t,214,1,2,0.4056,FALSE,neutral
kd6t,215,1,1,0.5524,TRUE,neutral
kd6t,216,2,2,0.377,TRUE,speed
kd6t,217,1,2,0.4386,FALSE,neutral
kd6t,218,2,2,0.5974,TRUE,neutral
kd6t,219,2,2,0.5118,TRUE,neutral
kd6t,220,1,1,0.4209,TRUE,accuracy
kd6t,221,1,2,0.6598,FALSE,neutral
kd6t,222,2,2,0.5104,TRUE,speed
kd6t,223,1,1,0.4465,TRUE,accuracy
kd6t,224,2,2,0.3844,TRUE,accuracy
kd6t,225,1,1,0.4814,TRUE,accuracy
kd6t,226,2,2,0.5011,TRUE,neutral
kd6t,227,1,1,0.5079,TRUE,accuracy
kd6t,228,2,2,0.461,TRUE,accuracy
kd6t,229,2,2,0.382,TRUE,accuracy
kd6t,230,1,2,0.4163,FALSE,speed
kd6t,231,2,1,0.4014,FALSE,speed
kd6t,232,1,2,0.3148,FALSE,speed
kd6t,233,1,1,0.4972,TRUE,accuracy
kd6t,234,2,1,0.4412,FALSE,neutral
kd6t,235,1,2,0.4494,FALSE,neutral
kd6t,236,1,1,0.3181,TRUE,speed
kd6t,237,2,1,0.3992,FALSE,neutral
kd6t,238,2,2,0.3813,TRUE,neutral
kd6t,239,1,1,0.4214,TRUE,speed
kd6t,240,1,2,0.4937,FALSE,neutral
kd6t,241,2,1,0.5948,FALSE,neutral
kd6t,242,1,1,0.5011,TRUE,neutral
kd6t,243,1,1,0.5374,TRUE,accuracy
kd6t,244,2,2,0.4947,TRUE,accuracy
kd6t,245,2,2,0.4181,TRUE,speed
kd6t,246,1,2,0.4044,FALSE,accuracy
kd6t,247,1,2,0.4541,FALSE,speed
kd6t,248,2,2,0.4291,TRUE,accuracy
kd6t,249,1,1,0.4842,TRUE,speed
kd6t,250,2,2,0.5441,TRUE,accuracy
kd6t,251,1,1,0.3324,TRUE,speed
kd6t,252,2,2,0.5543,TRUE,accuracy
kd6t,253,1,1,0.4523,TRUE,speed
kd6t,254,2,2,0.6557,TRUE,accuracy
kd6t,255,2,2,0.6661,TRUE,accuracy
kd6t,256,1,1,0.4959,TRUE,accuracy
kd6t,257,1,2,0.5434,FALSE,accuracy
kd6t,258,1,1,0.4258,TRUE,speed
kd6t,259,2,1,0.4271,FALSE,neutral
kd6t,260,1,1,0.4071,TRUE,speed
kd6t,261,2,2,0.3912,TRUE,accuracy
kd6t,262,1,1,0.5765,TRUE,speed
kd6t,263,1,2,0.606,FALSE,accuracy
kd6t,264,1,1,0.4086,TRUE,speed
kd6t,265,2,1,0.4131,FALSE,accuracy
kd6t,266,1,1,0.4067,TRUE,speed
kd6t,267,2,2,0.4003,TRUE,neutral
kd6t,268,2,2,0.6734,TRUE,accuracy
kd6t,269,2,2,0.3995,TRUE,speed
kd6t,270,2,1,0.4529,FALSE,accuracy
kd6t,271,1,1,0.5297,TRUE,accuracy
kd6t,272,1,1,0.4465,TRUE,accuracy
kd6t,273,2,2,0.7313,TRUE,speed
kd6t,274,2,1,0.6069,FALSE,speed
kd6t,275,1,1,0.5319,TRUE,neutral
kd6t,276,2,2,0.6325,TRUE,neutral
kd6t,277,2,1,0.3285,FALSE,speed
kd6t,278,1,1,0.5535,TRUE,neutral
kd6t,279,1,1,0.5623,TRUE,accuracy
kd6t,280,1,1,0.7968,TRUE,speed
kd6t,281,1,1,0.4263,TRUE,neutral
kd6t,282,1,1,0.675,TRUE,accuracy
kd6t,283,2,2,0.5929,TRUE,neutral
kd6t,284,2,2,0.7079,TRUE,accuracy
kd6t,285,2,1,0.3348,FALSE,speed
kd6t,286,1,1,0.6917,TRUE,neutral
kd6t,287,2,2,0.5495,TRUE,accuracy
kd6t,288,1,1,0.5357,TRUE,neutral
kd6t,289,1,1,0.4258,TRUE,speed
kd6t,290,1,2,0.4328,FALSE,neutral
kd6t,291,2,2,0.4878,TRUE,speed
kd6t,292,2,2,0.6076,TRUE,accuracy
kd6t,293,1,2,0.4804,FALSE,neutral
kd6t,294,2,1,0.7285,FALSE,accuracy
